MSO Name,partnerId,HeadendId,Linux
Optimum,tivo:pt.3731,72104,Y
Optimum,tivo:pt.3731,72342,Y
Optimum,tivo:pt.3731,26155,Y
Optimum,tivo:pt.3731,79556,Y
Optimum,tivo:pt.3731,85344,Y
Optimum,tivo:pt.3731,77802,Y
Optimum,tivo:pt.3731,64836,Y
Optimum,tivo:pt.3731,70634_0,Y
Optimum,tivo:pt.3731,75068,Y
Optimum,tivo:pt.3731,25541,Y
Optimum,tivo:pt.3731,103_0,Y
Optimum,tivo:pt.3731,77339,Y
Optimum,tivo:pt.3731,86403,Y
Optimum,tivo:pt.3731,75455,Y
Optimum,tivo:pt.3731,73018,Y
Optimum,tivo:pt.3731,70601_0,Y
Optimum,tivo:pt.3731,86001,Y
Optimum,tivo:pt.3731,63131_1,Y
Optimum,tivo:pt.3731,70601,Y
Optimum,tivo:pt.3731,28501,Y
Optimum,tivo:pt.3731,71753,Y
Optimum,tivo:pt.3731,27874,Y
Optimum,tivo:pt.3731,74437,Y
Optimum,tivo:pt.3731,77833,Y
Optimum,tivo:pt.3731,75426,Y
Optimum,tivo:pt.3731,74868,Y
